midx,problem,graphID,#nodes,depth,prfV,bubble_nids
15437,33,14,136,13,"[122, 128]",[]
35714,7,89,313,18,"[155, 163, 194, 202, 241, 249, 296, 302]",[]
49182,95,1084,123,10,[],[]
8991,21,1231,152,14,[],[]
37353,73,1403,263,15,"[174, 190, 206, 222]",[]
31569,62,25,94,11,[],[]
36721,71,760,387,17,[],[]
44967,87,493,128,13,"[110, 118]",[]
13549,3,1907,116,12,[],[]
2319,102,57,392,13,"[284, 294, 325, 335, 368, 378]","[148, 210]"
4101,12,137,134,14,"[120, 126]",[]
23289,47,5718,111,11,"[72, 79, 94, 101]",[]
16665,35,2341,193,16,"[151, 158, 165]",[]
25236,50,400,147,14,"[133, 139]",[]
6256,16,493,70,9,"[52, 60]",[]
29120,58,562,222,20,[],[]
8062,2,1338,394,14,"[272, 280, 297, 305, 355, 363]",[]
40023,78,276,231,20,"[142, 148, 166, 172, 190, 196, 214, 220]",[]
51149,99,1041,194,10,"[120, 126, 139, 145, 158, 164, 177, 183]",[]
23440,48,1332,493,18,"[429, 441, 466, 478]",[]
42891,83,293,324,16,"[308, 316]",[]
1109,100,1656,716,12,"[671, 680, 689]",[]
46080,89,676,101,10,[],[]
17526,37,1624,174,13,[],[]
14090,30,2091,138,25,"[124, 130]",[]
39964,78,178,432,20,"[292, 307, 322]",[]
49683,96,1070,352,14,"[150, 158, 188, 196, 220, 230, 283, 289, 302, 308, 329, 337]",[]
8057,2,1319,275,16,"[185, 192, 199, 250, 260]",[]
34397,68,347,187,16,"[98, 106, 114, 122]",[]
29997,6,2363,202,17,"[188, 194]",[]
50508,97,3628,95,7,[],[]
44263,86,1221,164,13,[],[]
38718,75,96,209,10,[],[]
20868,43,1040,148,11,"[122, 129, 136]",[]
27761,55,825,335,13,"[315, 321]",[]
18572,39,1822,438,13,"[381, 393, 405, 417]",[]
50522,97,3677,273,8,"[159, 170, 181, 192, 203, 214, 225]",[]
38541,75,609,141,13,[],[]
44475,86,184,258,15,"[240, 248]",[]
40727,8,102,285,11,"[159, 167, 191, 201, 227, 237]",[78]
6326,16,653,469,14,"[140, 150, 160, 170, 180, 190, 232, 241, 250, 259, 268, 304, 312, 320, 328, 358, 365, 372, 396, 402]",[]
7304,18,55,362,14,[],[]
16304,34,531,157,14,"[50, 56, 77, 83, 104, 110, 129, 135]",[]
32472,64,2288,447,20,[],[212]
49696,96,11,199,11,"[156, 164, 184, 190]",[]
34036,67,215,122,13,[],[]
363,1,405,132,12,[],[]
7557,19,1805,219,16,[],[]
50836,98,2102,250,14,"[148, 158, 196, 206]",[]
41957,81,1905,255,16,"[190, 200, 221, 231]",[]
9311,21,581,234,12,[],[68]
9102,21,1701,252,11,[],[162]
13014,29,1457,121,11,"[107, 113]",[]
44896,87,351,163,13,"[149, 155]",[]
30458,60,1679,237,17,"[99, 106, 113, 134, 141, 148]",[]
44152,85,776,172,16,[],[]
17944,38,1245,211,13,"[187, 199]",[]
25948,52,2136,307,12,"[259, 267, 286, 296]",[]
11449,26,1127,129,17,"[115, 121]",[]
48081,92,764,383,18,"[365, 371]","[82, 144]"
36515,71,2201,508,12,[],[]
43819,85,1484,176,16,[],[]
7017,18,1303,315,12,[],[]
48119,92,897,282,18,"[270, 276]",[19]
49259,95,1280,151,11,[],[]
17482,37,1511,229,18,"[200, 208]",[]
11013,25,1187,137,10,[],[]
46083,89,703,179,13,[],[]
21580,44,285,148,10,[],[]
38492,75,485,209,10,"[183, 190, 197]",[]
9019,21,1374,343,12,"[210, 218, 254, 265, 276, 300, 311, 322]",[]
38611,75,782,357,12,[],[]
11948,27,1224,357,19,"[183, 189, 204, 211, 218, 290, 299, 308, 317, 326]",[]
21021,43,1541,130,13,[],[]
49105,94,835,258,13,"[194, 202, 226, 234]",[98]
6994,18,1202,348,11,[],[]
12825,28,673,134,10,"[51, 59, 115, 123]",[]
37976,74,166,337,16,"[165, 171, 311, 317]",[]
44318,86,1350,168,16,"[93, 103, 150, 158]",[]
4640,13,155,129,11,[],[]
49304,95,1397,199,10,[],[]
8434,20,1027,185,13,"[93, 101, 116, 122, 160, 168]",[]
29737,59,823,351,18,[],[]
4851,13,571,125,11,[],[]
34557,68,615,207,16,"[138, 148, 158, 168]",[]
47803,92,135,252,12,[],[]
45042,87,681,123,12,"[92, 98]",[]
47507,91,676,89,11,[],[]
20512,42,1537,226,15,"[181, 189, 207, 215]",[]
27598,55,338,262,14,"[207, 215, 241, 251]",[]
7891,19,721,181,11,"[131, 139, 162, 170]",[]
17368,36,991,151,11,[],[]
25608,51,607,230,16,[],[]
20428,42,1284,108,10,[],[]
6653,17,194,180,16,[],[]
8363,2,854,302,14,"[200, 215, 230, 272, 284]",[]
17384,37,1031,202,18,"[165, 175]",[]
31384,62,1565,74,13,[],[]
36275,71,1004,422,24,[],[]
21687,44,593,70,10,[],[]
12551,28,1718,243,12,"[193, 201, 220, 230]",[]
17130,36,273,194,13,[],"[62, 62]"
12076,27,1678,372,17,"[106, 113, 120, 153, 159, 211, 220, 229, 238, 247, 256, 265, 274, 283, 292]",[]
21646,44,449,195,15,"[126, 137, 170, 182]",[]
45394,88,1586,81,13,[],[]
40952,8,285,254,12,[],[]
41435,80,288,520,19,[],[]
34967,69,151,419,14,"[330, 336, 390, 398]",[]
49081,94,683,214,13,"[166, 174, 192, 200]",[]
30743,60,842,226,16,"[141, 150, 159, 179, 188, 197]",[]
18473,39,1471,402,13,"[348, 354, 367, 373, 386, 392]",[]
5130,14,1413,380,13,"[281, 296, 311]",[]
49090,94,746,211,12,"[164, 172, 189, 197]",[78]
25560,51,476,264,13,"[226, 232]",[]
42152,81,799,396,12,"[190, 220, 250, 280, 310, 340]",[]
7503,19,145,352,12,"[125, 131, 145, 151, 225, 231, 245, 251, 313, 319, 333, 339]",[]
35602,7,609,205,14,"[191, 197]",[]
11841,26,850,164,15,"[150, 156]",[]
21129,43,215,129,13,"[96, 105, 114]",[]
30500,60,1817,183,20,"[119, 134, 149]",[]
4614,13,146,99,11,[],[]
1902,101,820,162,17,[],[]
1858,101,715,508,14,[],[]
34221,67,622,115,12,[],[]
37750,73,991,258,13,"[171, 187, 203, 219]",[]
28721,57,442,182,12,"[65, 71]",[]
33880,67,1503,183,11,[],[]
42489,82,2403,117,11,"[103, 109]",[]
37126,72,329,294,15,[],[179]
39879,78,1418,309,23,[],[210]
19179,4,403,196,15,"[112, 124, 169, 181]",[]
17760,37,614,133,13,[],[]
44469,86,1790,157,16,[],[]
48975,94,2780,209,12,"[165, 173, 190, 198]",[93]
49730,96,1210,243,12,"[138, 146, 174, 182, 201, 211, 228, 234]",[]
45895,89,1765,194,13,"[171, 177]",[]
5082,14,1291,349,13,"[235, 246, 257, 268, 279, 290, 301]",[]
18389,39,1127,270,11,"[220, 230, 240, 250]",[]
31119,61,564,130,12,"[110, 119]",[]
32625,64,3140,418,27,[],[191]
30471,60,1707,166,15,"[132, 139, 146]",[]
51087,98,756,220,15,[],[]
3489,11,1046,212,9,[],[]
9281,21,434,231,12,"[162, 170, 212, 220]",[]
12136,27,1905,721,19,"[159, 210, 261, 333, 339, 406, 465, 524, 583, 642]",[]
46620,9,839,476,11,"[460, 468]",[]
3152,104,1458,151,11,[],[]
24498,5,206,159,11,[],[]
31599,62,2700,126,11,[],[]
30785,60,99,162,13,"[119, 128, 137]",[]
28675,57,3274,137,11,"[116, 124]",[]
35039,69,306,222,12,[],[]
51557,99,552,223,12,"[107, 117, 138, 148, 169, 179, 200, 210]",[]
24344,5,1033,180,16,[],[]
28888,58,1153,235,17,"[221, 227]",[]
473,1,889,180,13,[],[]
9399,21,911,226,14,"[177, 185, 207, 215]",[]
23562,48,1696,329,15,[],[]
40978,8,356,396,11,[],"[182, 238]"
44685,86,98,195,14,"[181, 187]",[]
46339,9,1417,252,14,[],[128]
2272,102,41,345,13,"[253, 261, 288, 296, 325, 333]","[127, 185]"
41853,81,1478,257,14,"[200, 210, 231, 241]",[]
10922,25,1017,145,14,"[131, 137]",[]
3068,104,1237,182,10,[],[]
14223,30,2909,95,11,[],[]
17045,36,1556,116,12,[],[]
11326,25,813,143,14,"[121, 129]",[]
47819,92,1388,329,17,[],[]
13272,29,475,129,10,"[73, 79]",[]
38439,75,359,202,13,[],[]
27222,54,712,142,16,"[130, 136]",[]
37569,73,2465,314,13,"[217, 237, 257, 277]",[]
18259,38,650,175,13,"[157, 165]",[]
28987,58,201,229,17,[],[]
34364,68,27,131,15,[],[]
24427,5,120,203,12,[],[]
35275,69,999,416,16,"[396, 406]",[]
21375,44,106,116,10,"[52, 58]",[]
45033,87,655,112,13,"[81, 87]",[]
30624,60,423,176,12,"[124, 137, 150]",[]
459,1,839,106,12,[],[]
15064,32,1808,233,15,"[209, 217]",[]
14690,31,1963,512,10,"[310, 333, 356, 379, 402, 425, 448]",[]
19566,40,2117,175,18,[],[]
5232,14,283,686,14,"[478, 501, 524, 547, 570, 593, 616]",[]
9029,21,1434,304,13,"[254, 262, 281, 291]",[174]
18701,39,389,595,10,"[539, 551, 563, 575]",[]
40449,79,369,145,12,"[121, 133]",[]
50704,98,1270,123,15,[],[]
10296,23,781,212,15,"[96, 104, 150, 158, 189, 197]",[]
18360,38,985,268,14,"[250, 258]",[]
47603,91,889,99,10,[],[]
7264,18,36,432,16,[],[]
35545,7,421,192,12,"[143, 149, 173, 181]",[]
34754,68,959,201,14,"[152, 162, 172, 182]",[]
18352,38,956,201,14,"[183, 191]",[]
10688,24,2560,212,12,"[148, 156, 192, 200]",[]
9263,21,366,330,13,"[178, 195, 212, 253, 263, 299, 311]",[87]
2222,102,308,270,12,[],"[85, 146]"
37425,73,1778,228,13,"[167, 175, 183, 191]",[]
29128,58,579,184,21,[],[]
41811,81,1381,308,17,"[146, 156, 177, 187]",[]
4579,13,1388,139,13,[],[]
4500,13,1099,128,10,"[112, 120]",[]
39369,77,1380,151,10,[],[]
40379,79,2518,120,10,[],[]
46901,90,2074,216,11,[],[]
16428,35,1375,272,13,"[226, 235, 244]",[]
24843,50,1054,372,10,[],[]
5462,14,992,348,13,"[269, 276, 283]",[]
20831,42,908,125,13,[],[]
35122,69,590,419,15,[],[]
17389,37,1044,184,14,"[137, 145]",[]
27164,54,454,134,14,"[112, 118]",[]
37322,73,1299,167,13,[],[]
42716,83,1100,324,18,"[310, 316]",[]
3189,104,1559,135,12,[],[]
47357,91,327,99,12,[],[]
17596,37,1851,143,14,"[112, 120]",[]
21169,43,350,114,11,[],[]
48763,94,1541,200,12,"[155, 163, 181, 189]",[]
43520,84,3507,160,11,"[136, 143, 150]",[]
39200,76,848,268,13,"[242, 249, 256]",[]
42396,82,2004,142,12,"[128, 134]",[]
19175,4,396,211,15,"[116, 128, 184, 196]",[]
10062,23,17,173,12,"[131, 139, 156, 164]",[]
1950,101,915,250,18,[],[154]
19312,4,86,453,25,"[140, 156, 227, 249, 317, 333, 404, 426]",[]
631,10,1561,174,10,"[153, 159]",[]
41659,80,877,143,12,[],[]
46508,9,567,320,14,"[258, 266, 293, 301]",[150]
32639,64,3221,693,16,"[341, 379, 417, 455, 493, 531, 569, 607]",[169]
46884,90,1999,151,14,"[139, 145]",[]
51019,98,40,238,11,"[100, 108, 172, 182, 214, 224]",[]
15978,34,1578,112,16,[],[]
47423,91,467,121,10,"[103, 111]",[]
47774,92,1270,360,14,"[348, 354]",[]
3273,104,36,162,9,"[142, 152]",[]
5984,16,1033,154,9,"[35, 41, 67, 75, 103, 111, 137, 143]",[]
987,10,992,154,12,"[140, 146]",[]
42106,81,509,218,14,"[176, 186]",[]
41517,80,515,246,12,[],[]
6779,17,58,244,16,"[51, 57]",[]
20135,41,508,542,23,"[338, 368, 398, 428, 458, 488]",[]
37973,74,157,247,11,"[199, 207, 226, 236]",[]
18080,38,1638,190,15,"[176, 182]",[]
5879,15,573,153,12,"[139, 145]",[]
34634,68,738,174,12,"[134, 142, 150, 158]",[]
45459,88,214,145,16,"[85, 95]",[]
23089,47,3221,127,12,[],[]
9870,22,891,117,12,"[105, 111]",[]
44377,86,1513,297,18,"[279, 287]",[]
43134,83,5305,362,19,"[348, 354]",[]
25503,51,358,246,14,"[169, 175, 222, 230]",[]
30725,60,746,146,13,"[100, 109, 118]",[]
31223,61,827,111,11,"[93, 102]",[]
34305,68,118,173,14,"[122, 132, 142, 152]",[]
14498,31,1370,386,12,"[184, 207, 230, 253, 276, 299, 322]",[]
47074,90,5,132,11,"[110, 120]",[]
24960,50,1599,186,14,"[172, 178]",[]
44903,87,362,352,22,"[334, 342]",[]
29236,58,800,215,16,[],[]
38641,75,85,154,9,[],[]
2209,102,274,288,11,[],"[109, 167]"
27374,55,121,352,12,"[331, 339]",[]
10422,24,1040,211,14,"[177, 183, 196, 202]",[]
40100,78,599,279,23,[],[163]
21980,45,1878,157,13,"[143, 149]",[]
41892,81,1597,269,15,"[205, 215, 241, 251]",[]
43982,85,2168,212,19,[],[]
28438,57,194,258,12,"[242, 250]",[]
18290,38,745,194,13,"[176, 184]",[]
4019,12,1140,199,18,"[177, 183]",[61]
29485,59,1589,343,19,[],[]
33224,65,886,218,13,[],[]
29177,58,696,230,22,[],[]
42289,82,1438,123,12,"[109, 115]",[]
5084,14,1297,424,11,"[290, 301, 312, 335, 346, 357, 380, 391, 402]",[]
39884,78,1424,238,29,[],[]
7189,18,1999,298,15,[],[]
39008,76,26,260,13,"[222, 233, 244]",[61]
29216,58,750,258,19,[],[]
2242,102,357,370,13,"[264, 272, 301, 309, 342, 350]","[130, 192]"
11481,26,1191,97,11,"[63, 71]",[]
47927,92,268,229,14,"[215, 221]",[]
3421,104,86,142,14,"[118, 126]",[]
39467,77,1641,151,14,[],[]
46053,89,573,112,10,[],[]
8292,2,705,373,15,"[250, 265, 280, 347, 357]",[]
35794,70,1047,190,15,"[178, 184]",[]
28483,57,2178,78,10,[],[]
3173,104,1513,242,13,"[219, 229]",[]
22823,46,842,303,15,"[99, 109, 151, 165, 219, 233, 275, 285]",[]
33774,66,915,237,16,[],[]
45041,87,678,150,14,"[109, 115]",[]
27038,54,1756,94,17,[],[]
3539,11,134,123,10,"[111, 117]",[]
31492,62,2086,107,13,[],[]
32906,65,227,295,16,[],[]
50409,97,282,222,8,"[108, 119, 130, 141, 152, 163, 174]",[]
25574,51,496,254,13,"[187, 193, 230, 238]",[]
19762,40,312,196,13,"[182, 188]",[]
27843,56,1159,86,10,"[68, 76]",[]
5636,15,1893,155,12,"[141, 147]",[]
49146,94,986,167,12,[],[77]
30267,6,778,165,16,"[151, 157]",[]
25644,51,698,273,14,[],[]
1161,100,194,158,12,"[112, 123, 134]",[]
28681,57,3308,213,12,"[78, 84, 124, 130, 178, 184, 198, 204]",[]
24225,49,754,120,15,[],[]
39272,77,1095,244,15,"[178, 185, 192]",[]
763,10,2087,231,12,"[215, 223]",[]
29116,58,554,216,19,[],[]
14933,32,1234,218,14,[],[]
1875,101,762,419,8,[],[]
27261,54,867,110,13,"[98, 104]",[]
16985,36,133,136,9,[],[]
6634,17,1485,416,16,"[355, 361, 385, 393]",[]
35110,69,530,233,11,[],[]
9686,22,53,211,12,"[176, 184]",[]
33762,66,8,264,11,[],[]
32554,64,2758,516,17,"[262, 286, 310, 334, 358, 382, 406, 430]",[]
24894,50,1293,98,14,[],[]
13421,3,1194,118,13,[],[]
3400,104,76,177,11,[],[]
569,10,1295,148,11,"[134, 140]",[]
11018,25,1198,162,14,"[144, 152]",[]
3290,104,435,87,8,[],[]
48753,94,1473,236,13,"[186, 194, 213, 223]",[107]
47965,92,379,266,16,[],[]
2113,102,1313,356,13,"[270, 278, 304, 312, 338, 346]","[140, 200]"
17564,37,1730,209,14,"[176, 184]",[]
10789,24,452,374,14,"[165, 173, 229, 237, 276, 284, 339, 347]",[]
44620,86,798,235,17,[],[]
45501,88,352,80,12,"[56, 64]",[]
8511,20,1246,186,12,"[84, 92, 118, 126, 161, 169]",[]
34552,68,605,167,12,"[75, 85, 95, 105]",[]
42025,81,236,235,15,"[171, 181, 202, 212]",[]
3360,104,637,115,10,[],[]
49632,95,949,123,10,[],[]
7034,18,140,415,14,[],[]
33310,66,1071,339,14,[],[]
23287,47,5693,121,12,[],[]
32942,65,314,143,12,[],[]
50823,98,1928,213,12,"[113, 119, 133, 139]",[]
34010,67,2020,114,11,[],[]
45962,89,1952,112,13,[],[]
38654,75,866,185,12,[],[]
41346,80,1353,419,17,"[405, 411]",[]
14317,30,3484,114,11,"[102, 108]",[]
41189,8,911,279,12,[],"[67, 123]"
45970,89,1983,124,11,"[112, 118]",[]
31494,62,2091,119,11,"[105, 111]",[]
33572,66,210,256,13,[],[]
15798,33,411,219,14,"[184, 190, 204, 210]",[]
51386,99,225,262,12,"[188, 194, 207, 213, 226, 232, 245, 251]",[]
21503,44,1360,129,11,[],[]
20674,42,283,168,13,"[124, 132, 149, 157]",[]
46489,9,47,282,17,"[262, 272]",[]
5,1,1022,110,12,[],[]
36806,72,1289,237,20,[],[]
36264,70,988,254,14,"[194, 200]",[]
38807,76,1268,272,17,"[246, 253, 260]",[]
40156,78,780,246,19,[],[]
49111,94,872,235,13,"[184, 192, 216, 224]",[90]
47198,91,1087,111,11,"[97, 103]",[]
3518,11,111,200,10,"[186, 192]",[]
2394,102,825,271,13,[],"[86, 148]"
47937,92,296,233,15,[],[]
43234,84,1252,222,13,"[196, 203, 210]",[]
4016,12,1137,137,15,"[119, 125]",[]
5550,15,1463,162,13,[],[]
16277,34,367,147,10,"[79, 86, 93, 117, 124, 131]",[]
35810,70,1074,278,18,"[254, 260]",[]
7070,18,151,391,15,[],[]
44321,86,1377,149,13,[],[]
3201,104,1598,191,16,"[162, 172]",[]
45537,88,501,206,18,[],[]
7603,19,2048,212,11,"[158, 166, 193, 201]",[]
24259,49,846,138,13,[],[]
19270,4,712,114,14,[],[]
21780,44,866,239,14,"[197, 205, 222, 230]",[]
44237,86,1160,143,16,[],[]
42171,81,880,321,16,"[109, 119, 145, 155, 176, 186, 222, 232, 258, 268, 289, 299]",[]
19378,40,1112,248,13,"[222, 235]",[]
9812,22,77,181,11,"[164, 170]",[]
12591,28,1832,241,12,"[142, 150, 176, 184, 201, 209, 224, 230]",[]
42647,82,739,174,12,"[160, 166]",[]
40086,78,544,200,22,[],[]
1120,100,1700,282,13,"[156, 168, 180, 225, 237, 249]",[]
50791,98,1758,182,11,[],[]
32201,63,712,233,12,[],[]
47824,92,1396,410,15,"[364, 376]",[]
36567,71,2418,241,14,[],[]
30697,60,672,161,17,"[135, 142, 149]",[]
51045,98,59,199,14,"[110, 118, 144, 152, 175, 185]",[]
14585,31,1606,237,11,[],[]
32644,64,328,521,26,[],[319]
43565,84,3816,151,10,"[112, 123, 134]",[]
40096,78,588,217,17,[],[]
2126,102,1341,369,13,"[267, 277, 307, 317, 347, 357]","[131, 193]"
16385,35,104,214,12,"[185, 192, 199]",[]
39942,78,1687,260,22,[],[146]
27036,54,1748,174,14,[],[]
45413,88,1646,78,12,[],[]
42588,82,379,257,14,"[218, 226, 242, 248]",[]
6122,16,1434,449,13,"[114, 124, 134, 144, 154, 164, 220, 229, 238, 247, 256, 298, 306, 314, 322, 354, 361, 368, 383, 389]",[]
29444,59,1471,382,12,[],[]
9633,22,407,138,10,"[126, 132]",[]
38323,75,19,348,14,"[324, 331, 338]",[]
18116,38,1725,149,14,[],[]
11939,27,1174,194,22,[],[]
38599,75,729,166,12,"[142, 149, 156]",[]
35599,7,604,215,14,"[155, 161, 180, 186, 199, 205]",[]
2199,102,252,269,12,[],"[100, 152]"
32029,63,1912,200,14,[],[]
9628,22,40,193,15,"[176, 184]",[90]
31315,62,1279,79,12,[],[]
47005,90,2665,219,14,[],[]
20627,42,1882,127,13,[],[]
34385,68,327,191,17,"[131, 141, 151, 161]",[]
22020,45,228,140,17,"[113, 123]",[]
6640,17,153,222,16,[],[]
20986,43,1456,130,14,[],[]
35825,70,1099,136,16,[],[]
23145,47,4092,118,10,"[64, 72, 99, 107]",[]
27249,54,825,116,19,[],[]
17473,37,1486,161,14,"[127, 135]",[]
8172,2,389,399,16,"[291, 300, 309, 368, 378]",[]
2789,103,572,205,15,"[110, 123, 136, 161, 172, 183]",[]
17852,37,950,140,14,"[110, 118]",[]
43237,84,1269,124,10,"[98, 105, 112]",[]
21075,43,1737,135,11,"[111, 118, 125]",[]
34554,68,607,244,17,"[195, 205, 215, 225]",[]
41211,8,981,277,14,"[106, 114, 142, 150, 169, 179]",[]
6563,17,128,207,18,[],[]
51000,98,354,130,14,[],[]
37833,74,1170,210,15,"[160, 166, 179, 185]",[]
2428,102,890,336,13,"[256, 264, 281, 289, 316, 324]","[115, 173]"
7286,18,442,340,16,"[328, 334]",[]
11338,25,85,146,15,[],[]
2307,102,519,327,14,"[227, 235, 278, 286, 307, 315]","[106, 106]"
29676,59,584,311,17,"[297, 303]",[]
48866,94,2112,231,13,"[187, 195, 212, 220]",[98]
17110,36,217,262,13,[],[]
35708,7,882,157,13,[],[]
36114,70,58,157,16,"[145, 151]",[]
13835,3,493,106,10,[],[]
48094,92,800,424,18,"[408, 416]","[104, 104]"
16689,35,2436,258,13,"[217, 224, 231]",[]
35335,7,1098,304,16,"[108, 116, 131, 137, 191, 199, 233, 239]",[]
45207,88,1046,104,15,[],[]
38936,76,1719,310,14,"[276, 282, 295, 301]",[]
41513,80,501,232,13,[],[]
49349,95,1513,137,9,[],[]
32004,63,1835,261,15,"[204, 214, 235, 245]",[]
13904,30,112,149,14,"[135, 141]",[]
44706,87,1036,136,18,"[104, 110]",[]
2673,103,313,108,11,[],[]
33139,65,726,222,14,[],[]
36174,70,742,249,17,"[226, 234]",[]
16947,36,1228,142,14,[],[]
43217,84,1087,122,11,"[88, 94, 107, 113]",[]
46069,89,631,160,14,[],[]
9624,22,392,162,10,"[148, 154]",[]
6170,16,257,105,12,"[85, 91]",[]
33051,65,538,183,14,[],[]
45246,88,1140,91,15,[],[]
31357,62,1459,182,14,"[168, 174]",[]
51188,99,1228,266,11,"[93, 108, 139, 154, 185, 200, 231, 246]",[]
41980,81,1983,303,16,"[226, 240, 269, 283]",[]
44132,85,57,181,18,[],[]
29346,59,1124,301,16,[],[]
35520,7,310,229,12,"[121, 127, 152, 160, 175, 181, 208, 216]",[]
12712,28,304,188,11,"[146, 154, 171, 179]",[]
20951,43,134,157,13,"[125, 134, 143]",[]
1038,100,134,120,12,"[83, 90, 97]",[]
51341,99,2016,232,12,"[158, 164, 177, 183, 196, 202, 215, 221]",[]
28516,57,2324,268,15,"[226, 234, 251, 259]",[]
41568,80,631,232,12,[],[]
24437,5,1228,247,17,[],[]
33686,66,472,315,10,[],[]
36578,71,2470,299,19,[],[]
37779,74,1046,252,12,"[96, 104, 130, 138]",[]
36009,70,337,215,18,"[203, 209]",[]
42987,83,399,433,12,"[421, 427]",[]
36305,71,1166,314,14,[],[]
28611,57,285,255,12,"[57, 65, 112, 120, 175, 183]",[]
31931,63,1574,215,15,[],[]
31735,62,565,101,15,[],[]
17091,36,1696,124,13,[],[]
21649,44,46,185,11,"[74, 82]",[]
29982,6,2284,196,17,[],[]
44290,86,1293,356,15,[],[]
28264,56,832,91,10,"[70, 78]",[]
9253,21,337,395,13,"[299, 309, 331, 341, 373, 383]","[115, 216]"
25204,50,2684,181,11,"[165, 173]",[]
15694,33,2954,130,14,"[116, 122]",[]
3815,11,729,818,12,"[71, 77, 102, 108, 133, 139, 164, 170, 195, 201, 226, 232, 257, 263, 288, 294, 319, 325, 350, 356, 381, 387, 412, 418, 442, 448, 473, 479, 504, 510, 535, 541, 566, 572, 597, 603, 628, 634, 659, 665, 690, 696, 721, 727, 752, 758, 783, 789]",[]
19932,41,1128,308,33,[],[]
32789,65,1010,153,9,[],[]
34029,67,2106,115,10,[],[]
10541,24,1918,228,12,"[186, 194, 211, 219]",[]
46392,9,1598,224,16,"[162, 170, 205, 213]",[]
13004,29,140,140,14,"[122, 128]",[]
10580,24,2173,185,12,"[149, 160, 171]",[]
34624,68,726,169,14,"[120, 130, 140, 150]",[]
6658,17,200,187,18,[],[]
13007,29,141,190,12,"[172, 180]",[]
12774,28,546,249,13,"[190, 201, 224, 235]",[]
41053,8,59,365,13,"[289, 297, 318, 330]","[91, 149]"
3777,11,624,171,11,"[157, 163]",[]
51532,99,403,260,10,"[186, 192, 205, 211, 224, 230, 243, 249]",[]
20297,41,91,269,23,[],[]
12610,28,1873,132,14,"[75, 81, 108, 114]",[]
20983,43,1446,128,12,[],[]
7327,18,614,328,16,[],[]
46559,9,680,507,21,"[465, 473, 490, 498]",[]
37990,74,205,252,15,"[179, 185, 208, 214]",[]
21087,43,1764,142,14,[],[]
38680,75,915,283,12,[],[]
40995,8,413,346,12,[],[160]
9151,21,1895,127,12,[],[]
15898,34,1144,89,16,[],[]
2202,102,257,246,12,[],"[85, 161]"
26964,54,1502,95,13,[],[]
9687,22,538,131,12,"[117, 123]",[]
35481,7,189,162,13,"[126, 132, 147, 153]",[]
14634,31,1766,495,12,"[289, 312, 335, 358, 381, 404, 427]",[]
48752,94,1471,230,13,"[180, 188, 207, 217]",[93]
14166,30,2631,82,12,[],[]
7145,18,1786,309,16,[],[]
9650,22,439,182,14,"[170, 176]",[]
51628,99,917,220,11,"[146, 152, 165, 171, 184, 190, 203, 209]",[]
7517,19,1561,275,17,[],[]
39921,78,1563,320,17,[],[212]
8058,2,1322,306,15,"[222, 228, 243, 251, 282, 292]",[]
4449,12,944,143,15,"[129, 135]",[]
41254,80,1087,692,14,"[680, 686]",[]
29794,6,1009,318,15,"[304, 310]",[]
45737,89,1123,121,11,[],[]
45753,89,1190,94,9,[],[]
18979,4,1584,444,16,"[89, 99, 161, 171, 227, 237, 299, 309, 369, 379, 409, 423]",[]
12442,28,128,121,12,"[93, 101]",[]
15592,33,2360,114,14,[],[]
14797,31,515,120,11,[],[]
42568,82,273,134,11,"[99, 105, 119, 125]",[]
31180,61,71,147,11,"[117, 128]",[]
30620,60,409,166,13,"[107, 117, 127]",[]
48390,93,196,216,9,[],[]
29816,6,1127,171,15,[],[]
49016,94,367,193,14,"[144, 152, 174, 182]",[45]
33027,65,489,179,11,[],[]
50531,97,374,314,15,"[44, 50, 84, 90, 132, 138, 188, 194, 252, 258, 295, 301]",[]
46978,90,2457,153,10,[],[]
14046,30,1862,153,27,"[139, 145]",[]
9932,23,1027,165,13,"[93, 100, 150, 157]",[]
44089,85,399,201,11,[],[]
6227,16,403,387,12,"[111, 121, 131, 141, 151, 161, 186, 195, 204, 213, 222, 245, 253, 261, 269, 290, 297, 304, 319, 326]",[]
22230,45,507,88,11,"[75, 81]",[]
3595,11,256,203,13,"[185, 193]",[]
17905,38,1135,158,14,"[144, 150]",[]
34201,67,491,103,11,[],[]
8011,2,1210,246,15,"[134, 145, 156, 219, 229]",[]
21583,44,298,156,15,[],[]
45618,88,815,114,14,"[64, 71, 91, 98]",[]
12313,27,629,1121,22,"[77, 93, 173, 222, 271, 382, 443, 504, 565, 626, 712, 721, 786, 827, 868, 955, 1000, 1045]",[]
47230,91,1164,111,10,"[96, 102]",[]
9339,21,674,242,13,[],[153]
1824,101,633,246,19,[],[]
11327,25,814,166,14,"[141, 149]",[]
21806,44,912,320,12,"[73, 81]",[]
32251,63,880,257,13,"[178, 188, 236, 246]",[]
32005,63,1838,213,14,[],[]
45783,89,1319,185,12,"[171, 177]",[]
1489,101,10,251,17,[],[]
33701,66,57,294,14,[],[]
15543,33,1993,111,15,[],[]
23061,47,3053,77,10,[],[]
985,10,985,268,12,"[96, 102]",[]
12358,27,84,268,16,"[75, 87, 145, 151, 164, 170, 208, 215, 222, 237, 244, 251]",[]
24640,5,593,208,14,[],[]
39458,77,1624,171,12,[],[]
26083,52,4140,181,9,"[130, 138, 164, 172]",[]
28001,56,2050,80,9,"[66, 72]",[]
